Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed
21DT00022A,02/20/2021,8700 S ASHLAND AVE,TRANPORT,$500.00
21DT000231,01/27/2021,6560 W FULLERTON ,TRANPORT,$150.00
21DT000231,01/27/2021,6560 W FULLERTON ,TRANPORT,$500.00
21DT00023A,02/20/2021,7059 S ASHLAND AVE,TRANPORT,$110.00
21DT00023A,02/20/2021,7059 S ASHLAND AVE,TRANPORT,$150.00
21DT00024A,02/20/2021,6900 S ASHLAND AVE,TRANPORT,$110.00
21DT00024A,02/20/2021,6900 S ASHLAND AVE,TRANPORT,$150.00
21DT00025A,02/20/2021,659 S HALSTED ST,TRANPORT,$150.00
21DT00025A,02/20/2021,659 S HALSTED ST,TRANPORT,$500.00
21DT00026A,02/20/2021,801 W GARFIELD BLVD,TRANPORT,$150.00
21DT00027A,02/20/2021,5101 S HALSTED ST,TRANPORT,$150.00
21DT00028A,02/20/2021,401 E 87TH ST,TRANPORT,$0.00
21DT00028A,02/20/2021,401 E 87TH ST,TRANPORT,$150.00
21DT00029A,02/20/2021,810 W 59TH ST,TRANPORT,$150.00
21DT00030A,02/20/2021,5101 S ASHLAND AVE,TRANPORT,$150.00
21DT00031A,02/20/2021,347 E 95TH ST,TRANPORT,$150.00
21DT00031A,02/20/2021,347 E 95TH ST,TRANPORT,$500.00
21DT000329,01/29/2021,2150 N KENMORE ,TRANPORT,$150.00
21DT00032A,02/20/2021,400 E 95TH ST,TRANPORT,$500.00
21DT000330,01/29/2021,2633 N HALSTED ST,TRANPORT,$150.00
21DT000331,01/29/2021,2120 N SEMINARY ,TRANPORT,$150.00
21DT000332,01/29/2021,535 W WRIGHTWOOD ,TRANPORT,$50.00
21DT000333,01/27/2021,62 E CERMAK RD,TRANPORT,$500.00
21DT000334,01/27/2021,515 E PERSHING RD,TRANPORT,$100.00
21DT000334,01/27/2021,515 E PERSHING RD,TRANPORT,$500.00
21DT000335,01/28/2021,1707 S NEWBERRY ,TRANPORT,$50.00
21DT000338,01/28/2021,125 E 21ST ST,TRANPORT,$500.00
21DT000339,01/28/2021,800 W 34TH ST,TRANPORT,$500.00
21DT00033A,02/20/2021,9510 S CONSTANCE AVE,TRANPORT,$0.00
21DT00033A,02/20/2021,9510 S CONSTANCE AVE,TRANPORT,$500.00
21DT000340,01/28/2021,849 N DEARBORN ST,TRANPORT,$150.00
21DT000341,01/28/2021,67 W SCHILLER ST,TRANPORT,$50.00
21DT000342,01/28/2021,2137 N MAGNOLIA ,TRANPORT,$500.00
21DT000345,01/22/2021,3227 S CARPENTER ST,TRANPORT,$150.00
21DT000346,01/29/2021,1132 W DICKENS ,TRANPORT,$500.00
21DT00034A,02/20/2021,8336 S ASHLAND AVE,TRANPORT,$0.00
21DT00034A,02/20/2021,8336 S ASHLAND AVE,TRANPORT,$500.00
21DT000366,01/28/2021,2150 W CONCORD PL,TRANPORT,$500.00
21DT000367,01/28/2021,1552 N DAYTON ST,TRANPORT,$110.00
21DT000367,01/28/2021,1552 N DAYTON ST,TRANPORT,$150.00
21DT000368,01/28/2021,1340 W RANDOLPH ST,TRANPORT,$150.00
21DT000369,01/28/2021,812 W ADAMS ST,TRANPORT,$0.00
21DT000369,01/28/2021,812 W ADAMS ST,TRANPORT,$150.00
21DT000369,01/28/2021,812 W ADAMS ST,TRANPORT,$500.00
21DT000370,01/28/2021,777 W CHICAGO ,TRANPORT,$500.00
21DT000371,01/28/2021,1198 N MONTICELLO ,TRANPORT,$0.00
21DT000371,01/28/2021,1198 N MONTICELLO ,TRANPORT,$150.00
21DT000371,01/28/2021,1198 N MONTICELLO ,TRANPORT,$500.00
21DT000372,01/28/2021,3601 W GRAND ,TRANPORT,$110.00
21DT000373,01/28/2021,1272 W MADISON ST,TRANPORT,$150.00
21DT000374,01/28/2021,130 S HALSTED ST,TRANPORT,$500.00
21DT000375,01/28/2021,1002 W LAKE ST,TRANPORT,$0.00
21DT000375,01/28/2021,1002 W LAKE ST,TRANPORT,$500.00
21DT000376,01/28/2021,1000 W LAKE ST,TRANPORT,$0.00
21DT000376,01/28/2021,1000 W LAKE ST,TRANPORT,$500.00
21DT000377,01/28/2021,863 N ORLEANS ST,TRANPORT,$110.00
21DT000378,01/22/2021,921 W FULTON MARKET ,TRANPORT,$50.00
21DT000379,01/25/2021,2525 N GREENVIEW ,TRANPORT,$0.00
21DT000379,01/25/2021,2525 N GREENVIEW ,TRANPORT,$150.00
21DT000380,01/25/2021,1445 W LILL ,TRANPORT,$0.00
21DT000380,01/25/2021,1445 W LILL ,TRANPORT,$150.00
21DT000381,01/21/2021,77 E ELM ST,TRANPORT,$150.00
21DT000383,01/20/2021,260 N HOYNE ,TRANPORT,$110.00
21DT000384,01/21/2021,2206 N KENMORE ,TRANPORT,$0.00
21DT000384,01/21/2021,2206 N KENMORE ,TRANPORT,$150.00
21DT000385,01/21/2021,2200 N KENMORE ,TRANPORT,$50.00
21DT000385,01/21/2021,2200 N KENMORE ,TRANPORT,$150.00
21DT000389,01/28/2021,1421 E 67TH PL,TRANPORT,$500.00
21DT000390,01/29/2021,7047 S CRANDON ,TRANPORT,$110.00
21DT000391,01/01/2001,5459 S SAWYER ,TRANPORT,$0.00
21DT000391,01/01/2001,5459 S SAWYER ,TRANPORT,$500.00
21DT000392,01/28/2021,5505 S KEDZIE ,TRANPORT,$500.00
21DT000393,01/28/2021,7549 S JEFFERY ,TRANPORT,$110.00
21DT000440,01/22/2021,1351 W ROSCOE ST,TRANPORT,$500.00
21DT000459,02/01/2021,7929 S STATE ST,TRANPORT,$110.00
21DT000459,02/01/2021,7929 S STATE ST,TRANPORT,$150.00
21DT000460,02/01/2021,7754 S EAST END ,TRANPORT,$500.00
21DT000463,02/02/2021,644 W SCHUBERT ,TRANPORT,$500.00
21DT000464,02/02/2021,449 W FULLERTON ,TRANPORT,$500.00
21DT000465,02/02/2021,435 W DIVERSEY ,TRANPORT,$500.00
21DT000466,02/02/2021,433 W DIVERSEY ,TRANPORT,$150.00
21DT000467,02/02/2021,2661 N ORCHARD ST,TRANPORT,$500.00
21DT000468,02/02/2021,2461 N GENEVA ,TRANPORT,$0.00
21DT000468,02/02/2021,2461 N GENEVA ,TRANPORT,$500.00
21DT000469,02/02/2021,2456 N RACINE ,TRANPORT,$150.00
21DT000470,02/02/2021,2223 N BISSELL ST,TRANPORT,$0.00
21DT000471,02/02/2021,625 W DEMING PL,TRANPORT,$500.00
21DT000472,11/27/2021,152 E ONTARIO ST,TRANPORT,$150.00
21DT000473,01/26/2021,627 W RANDOLPH ST,TRANPORT,$500.00
21DT000474,01/26/2021,21 W RANDOLPH ST,TRANPORT,$150.00
21DT000475,01/29/2021,100 E CHESTNUT ST,TRANPORT,$50.00
21DT000475,01/29/2021,100 E CHESTNUT ST,TRANPORT,$500.00
21DT000476,01/28/2021,3601 S LAKE PARK ,TRANPORT,$110.00
21DT000477,02/22/2021,2997 S ARCHER ,TRANPORT,$150.00
21DT000478,01/28/2021,3317 S PRAIRIE ,TRANPORT,$110.00
21DT000479,01/26/2021,410 S WABASH ,TRANPORT,$500.00
21DT000480,02/01/2021,410 S WABASH ,TRANPORT,$500.00
21DT000482,01/27/2021,455 N MCCLURG CT,TRANPORT,$500.00
21DT000483,01/27/2021,20 W ONTARIO ST,TRANPORT,$150.00
21DT000484,01/29/2021,7 W HURON ST,TRANPORT,$110.00
21DT000485,01/29/2021,4355 S COTTAGE GROVE ,TRANPORT,$150.00
21DT000486,01/29/2021,114 N ABERDEEN ST,TRANPORT,$500.00
21DT000487,01/29/2012,1 E HURON ST,TRANPORT,$500.00
21DT000488,01/29/2021,636 S FINANCIAL PL,TRANPORT,$150.00
21DT000488,01/29/2021,636 S FINANCIAL PL,TRANPORT,$500.00
21DT000489,01/29/2021,114 N ABERDEEN ST,TRANPORT,$80.00
21DT000489,01/29/2021,114 N ABERDEEN ST,TRANPORT,$150.00
21DT000490,02/01/2021,2500 S STATE ST,TRANPORT,$0.00
21DT000490,02/01/2021,2500 S STATE ST,TRANPORT,$500.00
21DT000491,01/29/2021,1935 S MICHIGAN ,TRANPORT,$500.00
21DT000492,01/29/2021,4405 S PRINCETON ,TRANPORT,$500.00
21DT000493,01/29/2021,3658 S PRAIRIE ,TRANPORT,$500.00
21DT000494,01/29/2021,1925 S MICHIGAN ,TRANPORT,$0.00
21DT000494,01/29/2021,1925 S MICHIGAN ,TRANPORT,$500.00
21DT000495,01/29/2021,45 E ROOSEVELT RD,TRANPORT,$500.00
21DT000496,02/01/2021,1354 S WABASH ,TRANPORT,$150.00
21DT000497,02/02/2021,124 E 37TH ST,TRANPORT,$150.00
21DT000499,02/02/2021,506 W DEMING PL,TRANPORT,$150.00
21DT000500,02/02/2021,2518 N CLARK ST,TRANPORT,$500.00
21DT000501,02/01/2021,1732 N CLYBOURN ,TRANPORT,$150.00
21DT000502,02/01/2021,1738 N CLYBOURN ,TRANPORT,$500.00
21DT000503,02/01/2021,1133 N WINCHESTER ,TRANPORT,$500.00
21DT000504,02/01/2021,951 N WINCHESTER ,TRANPORT,$150.00
21DT000505,02/01/2021,1252 N DICKENS ,TRANPORT,$500.00
21DT000506,02/02/2021,4158 S CALUMET ,TRANPORT,$50.00
21DT000507,02/02/2021,3145 S CANAL ST,TRANPORT,$500.00
21DT000509,01/29/2021,1900 S MICHIGAN ,TRANPORT,$500.00
21DT000510,01/29/2021,4925 S DR MARTIN LU DR,TRANPORT,$500.00
21DT000511,02/01/2021,2546 S FEDERAL ST,TRANPORT,$110.00
21DT000511,02/01/2021,2546 S FEDERAL ST,TRANPORT,$150.00
21DT000512,01/29/2021,888 S MICHIGAN ,TRANPORT,$500.00
21DT000513,02/01/2021,142 W HUBBARD ST,TRANPORT,$500.00
21DT000514,02/01/2021,164 E GRAND ,TRANPORT,$0.00
21DT000514,02/01/2021,164 E GRAND ,TRANPORT,$500.00
21DT000515,02/05/2021,2654 N BURLING ST,TRANPORT,$500.00
21DT000516,02/05/2021,2654 N BURLING ST,TRANPORT,$150.00
21DT000517,02/05/2021,2338 N CLEVELAND ,TRANPORT,$110.00
21DT000517,02/05/2021,2338 N CLEVELAND ,TRANPORT,$500.00
21DT000518,02/05/2021,2101 N LINCOLN ,TRANPORT,$150.00
21DT000519,02/05/2021,1969 N LINCOLN ,TRANPORT,$0.00
21DT000520,02/06/2021,2059 N KENMORE ,TRANPORT,$0.00
21DT000520,02/06/2021,2059 N KENMORE ,TRANPORT,$500.00
21DT000521,02/06/2021,1939 N HUDSON ,TRANPORT,$500.00
21DT000522,02/06/2021,1670 N BISSELL ST,TRANPORT,$0.00
21DT000522,02/06/2021,1670 N BISSELL ST,TRANPORT,$500.00
21DT000523,02/06/2021,1730 N BISSEELL ST,TRANPORT,$0.00
21DT000523,02/06/2021,1730 N BISSEELL ST,TRANPORT,$500.00
21DT000524,02/03/2021,347 E 43RD ST,TRANPORT,$0.00
21DT000524,02/03/2021,347 E 43RD ST,TRANPORT,$500.00
21DT000525,02/03/2021,530 E 44TH PL,TRANPORT,$500.00
21DT000526,02/03/2021,539 E 44TH PL,TRANPORT,$500.00
21DT000527,02/03/2021,517 E 44TH PL,TRANPORT,$150.00
21DT000528,02/05/2021,445 W 29TH ST,TRANPORT,$100.00
21DT000529,02/05/2021,1935 S MICHIGAN ,TRANPORT,$150.00
21DT000530,02/05/2021,3601 W GRAND ,TRANPORT,$150.00
21DT000531,02/05/2021,3637 W DIVISION ST,TRANPORT,$150.00
21DT000532,02/05/2021,618 N RIDGEWAY ,TRANPORT,$0.00
21DT000533,02/02/2021,20 W ONTARIO ST,TRANPORT,$0.00
21DT000533,02/02/2021,20 W ONTARIO ST,TRANPORT,$500.00
21DT000534,02/02/2021,149 N DES PLAINES ST,TRANPORT,$0.00
21DT000534,02/02/2021,149 N DES PLAINES ST,TRANPORT,$150.00
21DT000534,02/02/2021,149 N DES PLAINES ST,TRANPORT,$500.00
21DT000535,02/02/2021,4926 S CHAMPLAIN ,TRANPORT,$500.00
21DT000536,02/02/2021,4917 S CHAMPLAIN ,TRANPORT,$150.00
21DT000537,02/01/2021,562 E OAKWOOD ,TRANPORT,$200.00
21DT000537,02/01/2021,562 E OAKWOOD ,TRANPORT,$500.00
21DT000538,02/02/2021,4455 S WOODLAWN ,TRANPORT,$500.00
21DT000539,02/03/2021,5101 S ELLIS ,TRANPORT,$500.00
21DT000540,02/01/2021,3845 S ELLIS ,TRANPORT,$100.00
21DT000540,02/01/2021,3845 S ELLIS ,TRANPORT,$500.00
21DT000541,02/01/2021,3838 S ELLIS ,TRANPORT,$100.00
21DT000541,02/01/2021,3838 S ELLIS ,TRANPORT,$500.00
21DT000542,02/05/2021,858 W WEBSTER ,TRANPORT,$0.00
21DT000542,02/05/2021,858 W WEBSTER ,TRANPORT,$110.00
21DT000543,02/05/2021,546 W FULLERTON ,TRANPORT,$500.00
21DT000545,02/05/2021,2724 N LEHMANN CT,TRANPORT,$500.00
21DT000546,02/05/2021,26 E DIVISION ST,TRANPORT,$150.00
21DT000547,02/05/2021,2658 N MILDRED ,TRANPORT,$500.00
21DT000548,02/05/2021,607 N SAWYER ,TRANPORT,$100.00
21DT000549,02/05/2021,625 N KEDZIE ,TRANPORT,$100.00
21DT000550,02/05/2021,3501 W IOWA ST,TRANPORT,$0.00
21DT000550,02/05/2021,3501 W IOWA ST,TRANPORT,$500.00
21DT000551,02/03/2021,3700 S IRON ST,TRANPORT,$500.00
21DT000552,02/03/2021,2931 S LYMAN ST,TRANPORT,$150.00
21DT000553,02/03/2021,358 E 43RD ST,TRANPORT,$0.00
21DT000554,02/05/2021,318 E 35TH ST,TRANPORT,$500.00
21DT000555,02/04/2021,3158 S KING DR,TRANPORT,$0.00
21DT000555,02/04/2021,3158 S KING DR,TRANPORT,$500.00
21DT000556,02/02/2021,4800 S CHAMPLAIN ,TRANPORT,$500.00
21DT000557,02/05/2021,300 E 35TH ST,TRANPORT,$150.00
21DT000558,02/03/2021,4219 S CHAMPLAIN ,TRANPORT,$0.00
21DT000559,02/05/2021,710 N ELIZABETH ST,TRANPORT,$150.00
21DT000560,02/05/2021,2428 W MADISON ST,TRANPORT,$500.00
21DT000561,02/05/2021,747 N MAY ST,TRANPORT,$500.00
21DT000563,02/09/2021,463 W 24TH ST,TRANPORT,$50.00
21DT000564,02/06/2021,4800 S DR MARTIN LUTH DR,TRANPORT,$500.00
21DT000565,02/06/2021,1146 W GRAND ,TRANPORT,$500.00
21DT000566,02/09/2021,345 W 25TH PL,TRANPORT,$110.00
21DT000567,02/06/2021,220 S ASHLAND ,TRANPORT,$0.00
21DT000568,02/09/2021,501 W 26TH ST,TRANPORT,$500.00
21DT000569,02/06/2021,200 N HALSTED ST,TRANPORT,$50.00
21DT000570,02/06/2021,4213 S MICHIGAN ,TRANPORT,$110.00
21DT000571,02/06/2021,907 W RANDOLPH ST,TRANPORT,$110.00
21DT000572,02/09/2021,455 W 24TH ST,TRANPORT,$150.00
21DT000573,02/06/2021,2589 S FEDERAL ST,TRANPORT,$100.00
21DT000573,02/06/2021,2589 S FEDERAL ST,TRANPORT,$500.00
21DT000574,02/09/2021,2477 S ARCHER ,TRANPORT,$500.00
21DT000575,02/09/2021,2465 S ARCHER ,TRANPORT,$150.00
21DT000576,02/09/2021,2564 S HALSTED ST,TRANPORT,$150.00
21DT000577,02/06/2021,327 N ABERDEEN ST,TRANPORT,$0.00
21DT000577,02/06/2021,327 N ABERDEEN ST,TRANPORT,$150.00
21DT000577,02/06/2021,327 N ABERDEEN ST,TRANPORT,$500.00
21DT000578,02/06/2021,711 N ELIZABETH ST,TRANPORT,$150.00
21DT000579,02/06/2021,1365 W HUBBARD ST,TRANPORT,$0.00
21DT000580,02/06/2021,2235 S MICHIGAN ,TRANPORT,$150.00
21DT000581,02/06/2021,2150 W MONROE ST,TRANPORT,$500.00
21DT000582,02/17/2021,4231 S LANGLEY ,TRANPORT,$150.00
21DT000583,02/08/2021,555 E 43RD ST,TRANPORT,$100.00
21DT000583,02/08/2021,555 E 43RD ST,TRANPORT,$500.00
21DT000584,02/08/2021,521 E OAKWOOD ,TRANPORT,$150.00
21DT000585,02/06/2021,500 N STATE ST,TRANPORT,$500.00
21DT000586,02/08/2021,834 S MICHIGAN ,TRANPORT,$150.00
21DT000587,02/06/2021,523 N OGDEN ,TRANPORT,$150.00
21DT000588,02/10/2021,445 N LASALLE DR,TRANPORT,$500.00
21DT000589,02/10/2021,226 W ONTARIO ST,TRANPORT,$500.00
21DT000591,02/08/2021,627 W RANDOLPH ST,TRANPORT,$0.00
21DT000591,02/08/2021,627 W RANDOLPH ST,TRANPORT,$150.00
21DT000592,02/06/2021,2148 W MONROE ST,TRANPORT,$500.00
21DT000593,02/06/2021,2357 W CONGRESS ,TRANPORT,$0.00
21DT000593,02/06/2021,2357 W CONGRESS ,TRANPORT,$500.00
21DT000594,02/05/2021,4501 S GREENWOOD ,TRANPORT,$0.00
21DT000594,02/05/2021,4501 S GREENWOOD ,TRANPORT,$500.00
21DT000595,02/09/2021,4514 S LAKE PARK ,TRANPORT,$110.00
21DT000596,02/17/2021,4500 S LAKE PARK ,TRANPORT,$0.00
21DT000597,02/17/2021,1217 E 46TH ST,TRANPORT,$110.00
21DT000598,02/17/2021,4523 S WOODLAWN ,TRANPORT,$110.00
21DT000599,02/17/2021,1135 N DAMEN ,TRANPORT,$50.00
21DT000600,02/06/2021,1834 N LINCOLN ,TRANPORT,$500.00
21DT000601,02/06/2021,1808 N SHEFFIELD ,TRANPORT,$500.00
21DT000602,02/06/2021,1842 N MOHAWK ST,TRANPORT,$0.00
21DT000603,02/06/2021,1664 N DAYTON ST,TRANPORT,$500.00
21DT000604,02/06/2021,1656 N DAYTON ST,TRANPORT,$500.00
21DT000605,02/06/2021,1238 W WEBSTER ,TRANPORT,$500.00
21DT000606,02/06/2021,1100 W WEBSTER ,TRANPORT,$500.00
21DT000607,02/06/2021,1058 W WRIGHTWOOD ,TRANPORT,$50.00
21DT000608,02/06/2021,2215 S MICHIGAN ,TRANPORT,$500.00
21DT000609,02/09/2021,418 W PERSHING RD,TRANPORT,$500.00
21DT000610,02/09/2021,500 W 36TH ST,TRANPORT,$500.00
21DT000611,02/09/2021,2453 S ARCHER ,TRANPORT,$0.00
21DT000611,02/09/2021,2453 S ARCHER ,TRANPORT,$500.00
21DT000613,02/09/2021,2515 S STEWART ,TRANPORT,$150.00
21DT000614,02/08/2021,236 W 26TH ST,TRANPORT,$0.00
21DT000615,02/09/2021,610 W 24TH PL,TRANPORT,$500.00
21DT000616,02/06/2021,921 W FULTON ST,TRANPORT,$500.00
21DT000617,02/06/2021,1836 N SHEFFIELD ,TRANPORT,$500.00
21DT000618,02/06/2021,1856 N SHEFFIELD ,TRANPORT,$150.00
21DT000619,02/06/2021,1858 N SHEFFIELD ,TRANPORT,$0.00
21DT000619,02/06/2021,1858 N SHEFFIELD ,TRANPORT,$500.00
21DT000620,02/06/2021,1845 N SHEFFIELD ,TRANPORT,$500.00
21DT000621,02/06/2021,1841 N SEDGWICK ST,TRANPORT,$0.00
21DT000621,02/06/2021,1841 N SEDGWICK ST,TRANPORT,$110.00
21DT000621,02/06/2021,1841 N SEDGWICK ST,TRANPORT,$500.00
21DT000622,02/06/2021,1255 W SCHUBERT ,TRANPORT,$500.00
21DT000623,02/17/2021,2238 N WAYNE ,TRANPORT,$500.00
21DT000624,02/17/2021,1012 N WOLCOTT ,TRANPORT,$0.00
21DT000625,01/17/2021,1016 N WOLCOTT ,TRANPORT,$150.00
21DT000626,02/09/2021,649 E 37TH ST,TRANPORT,$500.00
21DT000627,02/17/2021,602 E OAKWOOD ,TRANPORT,$0.00
21DT000627,02/17/2021,602 E OAKWOOD ,TRANPORT,$500.00
21DT000628,02/10/2021,427 N CLARK ST,TRANPORT,$500.00
21DT000629,02/10/2021,113 S CLINTON ST,TRANPORT,$110.00
21DT000630,02/08/2021,5200 S LAKE PARK ,TRANPORT,$100.00
21DT000630,02/08/2021,5200 S LAKE PARK ,TRANPORT,$150.00
21DT000630,02/08/2021,5200 S LAKE PARK ,TRANPORT,$500.00
21DT000631,02/06/2021,1100 W RANDOLPH ST,TRANPORT,$500.00
21DT000632,02/06/2021,1240 W WEBSTER ,TRANPORT,$0.00
21DT000632,02/06/2021,1240 W WEBSTER ,TRANPORT,$150.00
21DT000633,02/06/2021,1821 N SEDGWICK ST,TRANPORT,$500.00
21DT000634,02/06/2021,1848 N LINCOLN ,TRANPORT,$0.00
21DT000634,02/06/2021,1848 N LINCOLN ,TRANPORT,$150.00
21DT000634,02/06/2021,1848 N LINCOLN ,TRANPORT,$500.00
21DT000635,02/06/2021,1842 N LINCOLN ,TRANPORT,$500.00
21DT000636,02/06/2021,694 N MILWAUKEE ,TRANPORT,$0.00
21DT000637,02/06/2021,801 W MADISON ST,TRANPORT,$150.00
21DT000638,02/09/2021,465 W 24TH ST,TRANPORT,$150.00
21DT000657,02/05/2021,2555 N NORMANDY ,TRANPORT,$150.00
21DT000658,02/01/2021,2759 N OAK PARK ,TRANPORT,$100.00
21DT000658,02/01/2021,2759 N OAK PARK ,TRANPORT,$500.00
21DT000659,02/05/2021,2415 N NORMANDY ,TRANPORT,$0.00
21DT000659,02/05/2021,2415 N NORMANDY ,TRANPORT,$110.00
21DT000661,02/05/2021,6622 W FULLERTON ,TRANPORT,$500.00
21DT000662,02/05/2021,6651 W GRAND ,TRANPORT,$110.00
21DT000664,02/05/2021,3358 N CICERO ,TRANPORT,$0.00
21DT000672,02/05/2021,3300 N CICERO ,TRANPORT,$150.00
21DT000673,01/01/2001,3226 N CICERO ,TRANPORT,$150.00
21DT000677,02/08/2021,5107 W ARMITAGE ,TRANPORT,$0.00
21DT000678,02/05/2021,2657 W WALTON ST,TRANPORT,$0.00
21DT000678,02/05/2021,2657 W WALTON ST,TRANPORT,$150.00
21DT000678,02/05/2021,2657 W WALTON ST,TRANPORT,$500.00
21DT000679,01/01/2001,3401 W ARMITAGE ,TRANPORT,$0.00
21DT000680,02/05/2021,2475 N MILWAUKEE ,TRANPORT,$500.00
21DT000681,02/05/2021,2746 N CLYBOURN ,TRANPORT,$150.00
21DT000682,02/05/2021,3333 W ARMITAGE ,TRANPORT,$100.00
21DT000683,02/09/2021,1801 S CANAL ST,TRANPORT,$150.00
21DT000685,02/09/2021,100  UNKNOWN ,TRANPORT,$150.00
21DT000686,02/10/2021,4758 W WELLINGTON ,TRANPORT,$150.00
21DT000687,02/18/2021,1151 N LARAMIE ,TRANPORT,$150.00
21DT000688,02/18/2021,1001 N CICERO ,TRANPORT,$260.00
21DT000689,02/10/2021,2806 N CICERO ,TRANPORT,$150.00
21DT000689,02/10/2021,2806 N CICERO ,TRANPORT,$500.00
21DT000690,02/18/2021,1150 N CICERO ,TRANPORT,$150.00
21DT000691,02/16/2021,3258 N KEDZIE ,TRANPORT,$150.00
21DT000691,02/16/2021,3258 N KEDZIE ,TRANPORT,$500.00
21DT000692,02/16/2021,3248 N KEDZIE ,TRANPORT,$150.00
21DT000692,02/16/2021,3248 N KEDZIE ,TRANPORT,$500.00
21DT000693,02/10/2021,2731 N CICERO ,TRANPORT,$150.00
21DT000695,02/10/2021,1800 S CARPENTER ST,TRANPORT,$500.00
21DT000696,02/10/2021,1624 S CARPENTER ST,TRANPORT,$500.00
21DT000697,02/10/2021,5153 W NORTH ,TRANPORT,$500.00
21DT000698,02/10/2021,615 N ASHLAND ,TRANPORT,$500.00
21DT000699,02/11/2021,2410 N MILWAUKEE ,TRANPORT,$500.00
21DT000700,02/11/2021,1438 N MILWAUKEE ,TRANPORT,$500.00
21DT000702,02/05/2021,2 S CICERO ,TRANPORT,$500.00
21DT000703,02/05/2021,7065 W BELMONT ,TRANPORT,$50.00
21DT000704,02/05/2021,7061 W BELMONT ,TRANPORT,$0.00
21DT000704,02/05/2021,7061 W BELMONT ,TRANPORT,$150.00
21DT000705,02/08/2021,1151 W TAYLOR ST,TRANPORT,$100.00
21DT000705,02/08/2021,1151 W TAYLOR ST,TRANPORT,$500.00
21DT000706,02/08/2021,1516 W TAYLOR ST,TRANPORT,$150.00
21DT000707,02/08/2021,1044 W TAYLOR ST ,TRANPORT,$100.00
21DT000707,02/08/2021,1044 W TAYLOR ST ,TRANPORT,$500.00
21DT000708,02/16/2021,3200 W DIVERSEY ,TRANPORT,$500.00
21DT000709,02/16/2021,3201 W ADDISON ,TRANPORT,$150.00
21DT000710,02/18/2021,5031 W DIVISION ,TRANPORT,$110.00
21DT000711,02/16/2021,3323 W ADDISON ST,TRANPORT,$0.00
21DT000711,02/16/2021,3323 W ADDISON ST,TRANPORT,$150.00
21DT000732,02/09/2021,1538 E 88TH ST,TRANPORT,$150.00
21DT000734,02/05/2021,8300 S BRANDON ,TRANPORT,$150.00
21DT000735,02/05/2021,7551 S JEFFERY ,TRANPORT,$500.00
21DT000736,02/05/2021,2011 E 75TH ST,TRANPORT,$500.00
21DT000737,02/04/2021,9501 S EXCHANGE ,TRANPORT,$100.00
21DT000737,02/04/2021,9501 S EXCHANGE ,TRANPORT,$500.00
21DT000738,02/04/2021,7925 S STATE ST,TRANPORT,$500.00
21DT000747,02/19/2021,935 W MARQUETTE RD,TRANPORT,$500.00
21DT000781,02/11/2021,5642 S KIMBARK ,TRANPORT,$150.00
21DT000782,02/17/2021,10548 S TORRENCE ,TRANPORT,$50.00
21DT000783,02/17/2021,7356 S HALSTED ST,TRANPORT,$110.00
21DT000797,02/05/2021,10813 S WALLACE ,TRANPORT,$0.00
21DT000797,02/05/2021,10813 S WALLACE ,TRANPORT,$150.00
21DT000834,02/05/2021,2201 N MASON ,TRANPORT,$150.00
21DT000835,01/06/2021,4447 W GRAND ,TRANPORT,$0.00
21DT000836,02/05/2021,2425 N NARRAGANSETT ,TRANPORT,$150.00
21DT000845,02/22/2021,4761 W BELMONT ,TRANPORT,$150.00
21DT000845,02/22/2021,4761 W BELMONT ,TRANPORT,$500.00
21DT000846,02/24/2021,3536 N CICERO ,TRANPORT,$150.00
21DT000847,02/22/2021,5129 W BELMONT ,TRANPORT,$150.00
21DT000848,02/19/2021,4458 W FULLERTON ,TRANPORT,$50.00
21DT000849,02/22/2021,5400 W DIVERSEY ,TRANPORT,$110.00
21DT000849,02/22/2021,5400 W DIVERSEY ,TRANPORT,$150.00
21DT000850,02/22/2021,4358 W FULLERTON ,TRANPORT,$150.00
21DT000851,02/19/2021,3201 W DIVERSEY ,TRANPORT,$0.00
21DT000851,02/19/2021,3201 W DIVERSEY ,TRANPORT,$50.00
21DT000852,02/19/2021,6561 W GRAND ,TRANPORT,$150.00
21DT000853,02/19/2021,6831 W GRAND ,TRANPORT,$150.00
21DT000855,02/19/2021,1946 N TRIPP ,TRANPORT,$150.00
21DT000856,02/19/2021,6560 W FULLERTON ,TRANPORT,$150.00
21DT000856,02/19/2021,6560 W FULLERTON ,TRANPORT,$500.00
21DT000858,02/24/2021,2101 N MEADE ,TRANPORT,$110.00
21DT000858,02/24/2021,2101 N MEADE ,TRANPORT,$150.00
21DT000859,02/24/2021,2100 N MCVICKER ,TRANPORT,$0.00
21DT000859,02/24/2021,2100 N MCVICKER ,TRANPORT,$150.00
21DT000876,02/18/2021,3201 W ADDISON ,TRANPORT,$500.00
21DT000877,02/17/2021,100  UNKNOWN ,TRANPORT,$150.00
21DT000878,02/17/2021,1740 N MILWUAKEE ,TRANPORT,$0.00
21DT000879,02/17/2021,1730 N MILWAUKEE ,TRANPORT,$500.00
21DT000880,02/17/2021,2065 N MILWAUKEE ,TRANPORT,$500.00
21DT000881,02/18/2021,3149 W ADDISON ,TRANPORT,$150.00
21DT000881,02/18/2021,3149 W ADDISON ,TRANPORT,$500.00
